Time,EGO_GPSdirection,EGO_latGPS,EGO_longGPS,EGO_longSpeed,EGO_longAccel,EGO_latAccel,EGO_SwAngle,EGO_SwRotSpeed,OBJECT_0001_Unique_ID,OBJECT_0001_Length,OBJECT_0001_Width,OBJECT_0001_Height,OBJECT_0001_LongPos,OBJECT_0001_LatPos,OBJECT_0001_LongVel,OBJECT_0001_LatVel,OBJECT_0001_LongAccel,OBJECT_0001_ObstacleClass
15.6,-65,48.8736219886,2.29604203421,5.90297651291,1.18197953701,0.2499897331,0.242487579584,1.13350319862,45,4.326,1.773,1.494,5,0,0,0,0.18779155612,1
15.65,-65,48.8736236772,2.29604282172,5.9643740654,1.22859203815,0.307840287685,0.292467713356,1.00008916855,45,4.326,1.773,1.494,5,0,0,0,0.2499897331,1
15.7,-65,48.8736253852,2.2960436104,6.02805137634,1.27429986,0.361090749502,0.33582803607,0.867684960365,45,4.326,1.773,1.494,5,0,0,0,0.307840287685,1
15.75,-65,48.8736271211,2.29604440285,6.0942530632,1.31913256645,0.409724026918,0.372802019119,0.736715137959,45,4.326,1.773,1.494,5,0,0,0,0.361090749502,1
15.8,-65,48.8736288734,2.29604519266,6.1624751091,1.36311805248,0.453804194927,0.403795450926,0.619245111942,45,4.326,1.773,1.494,5,0,0,0,0.409724026918,1
15.85,-65,48.8736306438,2.29604597951,6.23270082474,1.40628159046,0.493063181639,0.428876280785,0.502233505249,45,4.326,1.773,1.494,5,0,0,0,0.453804194927,1
15.9,-65,48.8736324396,2.29604676571,6.30514955521,1.44864869118,0.527585744858,0.44840118289,0.390398144722,45,4.326,1.773,1.494,5,0,0,0,0.493063181639,1
15.95,-65,48.8736342476,2.2960475447,6.37922620773,1.49024105072,0.558049142361,0.463326394558,0.300252109766,45,4.326,1.773,1.494,5,0,0,0,0.527585744858,1
16,-65,48.8736360881,2.29604832448,6.45568990707,1.53109228611,0.583071351051,0.472691655159,0.187523424625,45,4.326,1.773,1.494,5,0,0,0,0.558049142361,1
16.05,-65,48.8736379628,2.29604910487,6.53455305099,1.57122063637,0.603628695011,0.477611541748,0.0980190336704,45,4.326,1.773,1.494,5,0,0,0,0.583071351051,1
16.1,-65,48.8736398457,2.2960498745,6.61466360092,1.61068367958,0.619518518448,0.478381842375,0.0154871232808,45,4.326,1.773,1.494,5,0,0,0,0.603628695011,1
16.15,-65,48.87364178,2.29605065056,6.69780063629,1.6495257616,0.631184458733,0.47536867857,-0.0597833804786,45,4.326,1.773,1.494,5,0,0,0,0.619518518448,1
16.2,-65,48.8736437202,2.29605141422,6.78007650375,1.64951372147,0.637870252132,0.468822151423,-0.131248801947,45,4.326,1.773,1.494,5,0,0,0,0.631184458733,1
16.25,-65,48.8736456804,2.29605217114,6.86211395264,1.64950168133,0.640020906925,0.459232151508,-0.192823708057,45,4.326,1.773,1.494,5,0,0,0,0.637870252132,1
16.3,-65,48.8736476776,2.29605292268,6.94455385208,1.64948952198,0.958990752697,0.671482086182,4.24521303177,45,4.326,1.773,1.494,5,0,0,0,0.640020906925,1
16.35,-65,48.8736497114,2.29605366499,7.02739572525,1.64947712421,1.00652396679,0.688209176064,0.333032667637,45,4.326,1.773,1.494,5,0,0,0,0.958990752697,1
16.4,-65,48.8736517586,2.29605438847,7.10968065262,1.64946448803,1.04516065121,0.69815826416,0.199430570006,45,4.326,1.773,1.494,5,0,0,0,1.00652396679,1
16.45,-65,48.8736538332,2.29605509729,7.19197940826,1.64945185184,1.07515954971,0.701845705509,0.0739009976387,45,4.326,1.773,1.494,5,0,0,0,1.04516065121,1
16.5,-65,48.8736559445,2.29605579352,7.27464008331,1.64943909645,1.09703147411,0.699945271015,-0.0379200093448,45,4.326,1.773,1.494,5,0,0,0,1.07515954971,1
16.55,-65,48.8736580841,2.29605647365,7.35734415054,1.64942598343,1.11096417904,0.693003773689,-0.138437435031,45,4.326,1.773,1.494,5,0,0,0,1.09703147411,1
16.6,-65,48.8736602388,2.29605713307,7.4395813942,1.64941287041,1.11719405651,0.681593358517,-0.228859499097,45,4.326,1.773,1.494,5,0,0,0,1.11096417904,1
16.65,-65,48.8736624131,2.29605777324,7.5215473175,1.64939963818,1.11640286446,0.666378736496,-0.30616697669,45,4.326,1.773,1.494,5,0,0,0,1.11719405651,1
16.7,-65,48.8736646715,2.29605841207,7.60561847687,1.64938628674,1.10977697372,0.64789634943,-0.362596660852,45,4.326,1.773,1.494,5,0,0,0,1.11640286446,1
16.75,-65,48.8736669074,2.29605901928,7.68786287308,1.64937245846,1.09545016289,0.625963687897,-0.439879506826,45,4.326,1.773,1.494,5,0,0,0,1.10977697372,1
16.8,-65,48.8736691696,2.29605960908,7.77009153366,1.64935874939,1.07644200325,0.602193295956,-0.476807773113,45,4.326,1.773,1.494,5,0,0,0,1.09545016289,1
16.85,-65,48.8736714581,2.29606018169,7.8523106575,1.6493448019,1.0523968935,0.576518237591,-0.51507037878,45,4.326,1.773,1.494,5,0,0,0,1.07644200325,1
16.9,-65,48.8736737808,2.29606073934,7.93480491638,1.64933085442,1.02394104004,0.549366354942,-0.542878687382,45,4.326,1.773,1.494,5,0,0,0,1.0523968935,1
16.95,-65,48.8736761304,2.29606128059,8.01731395721,1.64931666851,0.991334378719,0.521018326283,-0.566688716412,45,4.326,1.773,1.494,5,0,0,0,1.02394104004,1
17,-65,48.8736784964,2.2960618037,8.09948348999,1.6493023634,0.955202102661,0.49192789197,-0.58393484354,45,4.326,1.773,1.494,5,0,0,0,0.991334378719,1
17.05,-65,48.8736808988,2.29606231453,8.18201732635,1.64928793907,0.864968001842,0.436568856239,-1.1063644886,45,4.326,1.773,1.494,5,0,0,0,0.955202102661,1
17.1,-65,48.8736833122,2.29606280822,8.26403713226,1.64927327633,0.858686029911,0.424848169088,-0.235686808825,45,4.326,1.773,1.494,5,0,0,0,0.864968001842,1
17.15,-65,48.8736857726,2.29606329308,8.34328460693,1.57890212536,0.783270835876,0.380240559578,-0.888808846474,45,4.326,1.773,1.494,5,0,0,0,0.858686029911,1
17.2,-65,48.8736882429,2.29606376261,8.41899394989,1.51689243317,0.746887743473,0.356101512909,-0.483666956425,45,4.326,1.773,1.494,5,0,0,0,0.783270835876,1
17.25,-65,48.8736907536,2.29606422311,8.49226570129,1.45777440071,0.719385206699,0.337106108665,-0.377928823233,45,4.326,1.773,1.494,5,0,0,0,0.746887743473,1
17.3,-65,48.8736932686,2.29606466851,8.56225585938,1.40218436718,0.687172234058,0.316778153181,-0.407271146774,45,4.326,1.773,1.494,5,0,0,0,0.719385206699,1
17.35,-65,48.8736958029,2.2960651023,8.62965583801,1.35110461712,0.651913583279,0.29585725069,-0.419395923615,45,4.326,1.773,1.494,5,0,0,0,0.687172234058,1
17.4,-65,48.8736983535,2.29606552471,8.69465923309,1.30502331257,0.614110469818,0.274557262659,-0.427635639906,45,4.326,1.773,1.494,5,0,0,0,0.651913583279,1
17.45,-65,48.8737009341,2.29606593872,8.75745487213,1.25547611713,0.574551641941,0.253207445145,-0.426868051291,45,4.326,1.773,1.494,5,0,0,0,0.614110469818,1
17.5,-65,48.8737035722,2.2960663492,8.81736469269,1.18004739285,0.533514261246,0.231943488121,-0.418850898743,45,4.326,1.773,1.494,5,0,0,0,0.574551641941,1
17.55,-65,48.8737061859,2.29606674429,8.8719367981,1.09195637703,0.490800201893,0.210761502385,-0.423857659101,45,4.326,1.773,1.494,5,0,0,0,0.533514261246,1
17.6,-65,48.8737088016,2.29606712923,8.92210102081,1.00884974003,0.44879296422,0.19056519866,-0.406184643507,45,4.326,1.773,1.494,5,0,0,0,0.490800201893,1
17.65,-65,48.8737114445,2.29606750859,8.96881580353,0.934908747673,0.407543778419,0.171254917979,-0.386469006538,45,4.326,1.773,1.494,5,0,0,0,0.44879296422,1
17.7,-65,48.8737140999,2.29606788106,9.01208019257,0.866096377373,0.367011249065,0.152747616172,-0.370504885912,45,4.326,1.773,1.494,5,0,0,0,0.407543778419,1
17.75,-65,48.8737167616,2.29606824215,9.0556640625,0.875147938728,0.630980789661,0.260060846806,2.1542263031,45,4.326,1.773,1.494,5,0,0,0,0.367011249065,1
17.8,-65,48.8737194407,2.29606858978,9.09970474243,0.883081138134,0.740305483341,0.302156090736,0.843935787678,45,4.326,1.773,1.494,5,0,0,0,0.630980789661,1
17.85,-65,48.8737221336,2.29606892128,9.14435386658,0.895396769047,0.828221142292,0.33472943306,0.653147518635,45,4.326,1.773,1.494,5,0,0,0,0.740305483341,1
17.9,-65,48.8737248459,2.29606923554,9.18988132477,0.911360919476,0.896764457226,0.358835011721,0.482476234436,45,4.326,1.773,1.494,5,0,0,0,0.828221142292,1
17.95,-65,48.873727582,2.29606953156,9.23648929596,0.929863631725,0.948071479797,0.375535339117,0.333158075809,45,4.326,1.773,1.494,5,0,0,0,0.896764457226,1
18,-65,48.8737303193,2.29606980592,9.28388118744,0.950262784958,0.983916401863,0.38575771451,0.204959526658,45,4.326,1.773,1.494,5,0,0,0,0.948071479797,1
18.05,-65,48.873733076,2.29607005985,9.33288288116,0.981150746346,1.00607383251,0.39031034708,0.09115306288,45,4.326,1.773,1.494,5,0,0,0,0.983916401863,1
18.1,-65,48.8737359092,2.29607029736,9.38625431061,1.04613029957,1.01695787907,0.390058815479,-0.00493004685268,45,4.326,1.773,1.494,5,0,0,0,1.00607383251,1
18.15,-65,48.8737386894,2.29607050751,9.44219207764,1.12423098087,1.01736104488,0.38560706377,-0.0894754528999,45,4.326,1.773,1.494,5,0,0,0,1.01695787907,1
18.2,-65,48.8737414988,2.29607069719,9.50168037415,1.19103956223,1.00991618633,0.378012299538,-0.152059361339,45,4.326,1.773,1.494,5,0,0,0,1.01736104488,1
18.25,-65,48.8737443289,2.29607086577,9.56394481659,1.2458781004,0.998755455017,0.368988990784,-0.180555686355,45,4.326,1.773,1.494,5,0,0,0,1.00991618633,1
18.3,-65,48.8737471721,2.29607101295,9.62826061249,1.28986632824,0.985902607441,0.359396547079,-0.192383006215,45,4.326,1.773,1.494,5,0,0,0,0.998755455017,1
18.35,-65,48.8737500236,2.29607113882,9.69390583038,1.32187855244,0.973078429699,0.349939286709,-0.190442487597,45,4.326,1.773,1.494,5,0,0,0,0.985902607441,1
18.4,-65,48.8737529139,2.29607124478,9.7609834671,1.34199798107,0.960109770298,0.340551525354,-0.187820523977,45,4.326,1.773,1.494,5,0,0,0,0.973078429699,1
18.45,-65,48.873755814,2.29607133168,9.82824134827,1.35027980804,0.821678459644,0.287497341633,-1.06528770924,45,4.326,1.773,1.494,5,0,0,0,0.960109770298,1
18.5,-65,48.8737587973,2.29607140107,9.89675807953,1.34689152241,0.88736051321,0.306186556816,0.367359220982,45,4.326,1.773,1.494,5,0,0,0,0.821678459644,1
18.55,-65,48.8737617444,2.29607145176,9.96326065063,1.33192873001,0.73537248373,0.250385165215,-1.11779510975,45,4.326,1.773,1.494,5,0,0,0,0.88736051321,1
18.6,-65,48.8737647111,2.29607148586,10.0284461975,1.30571091175,0.760601937771,0.255618095398,0.104817487299,45,4.326,1.773,1.494,5,0,0,0,0.73537248373,1
18.65,-65,48.8737676891,2.29607150266,10.0916204453,1.26856827736,0.785907387733,0.260824412107,0.104543820024,45,4.326,1.773,1.494,5,0,0,0,0.760601937771,1
18.7,-65,48.8737706992,2.2960715016,10.1527051926,1.22086286545,0.808073937893,0.264962166548,0.0826955214143,45,4.326,1.773,1.494,5,0,0,0,0.785907387733,1
18.75,-65,48.873773713,2.29607148213,10.2110147476,1.17059755325,0.828287184238,0.268495798111,0.0709388852119,45,4.326,1.773,1.494,5,0,0,0,0.808073937893,1
18.8,-65,48.8737767662,2.29607144341,10.2672433853,1.12033855915,0.84658664465,0.271429032087,0.0584424994886,45,4.326,1.773,1.494,5,0,0,0,0.828287184238,1
18.85,-65,48.8737798069,2.29607138567,10.3204698563,1.07032167912,0.863494694233,0.274000883102,0.0517167188227,45,4.326,1.773,1.494,5,0,0,0,0.84658664465,1
18.9,-65,48.873782877,2.29607130777,10.3714761734,1.02080893517,0.879193007946,0.276244044304,0.0448917225003,45,4.326,1.773,1.494,5,0,0,0,0.863494694233,1
18.95,-65,48.8737859444,2.29607121013,10.4197797775,0.971975743771,0.89393389225,0.278276801109,0.0409031696618,45,4.326,1.773,1.494,5,0,0,0,0.879193007946,1
19,-65,48.8737891073,2.29607108858,10.4714975357,1.01422417164,0.908660233021,0.280073106289,0.0352250002325,45,4.326,1.773,1.494,5,0,0,0,0.89393389225,1
19.05,-65,48.8737922122,2.29607094852,10.5243406296,1.06079351902,0.923028826714,0.281651586294,0.0316876135767,45,4.326,1.773,1.494,5,0,0,0,0.908660233021,1
19.1,-65,48.8737953355,2.29607078677,10.5797576904,1.11167991161,0.93761485815,0.283112376928,0.0293032322079,45,4.326,1.773,1.494,5,0,0,0,0.923028826714,1
19.15,-65,48.8737984805,2.29607060265,10.6380233765,1.16696310043,0.95240342617,0.284435659647,0.0265028495342,45,4.326,1.773,1.494,5,0,0,0,0.93761485815,1
19.2,-65,48.8738016561,2.29607039502,10.6995134354,1.22652614117,0.966613709927,0.285370618105,0.0186491422355,45,4.326,1.773,1.494,5,0,0,0,0.95240342617,1
19.25,-65,48.8738048471,2.29607016434,10.764134407,1.29030907154,0.979953050613,0.285845339298,0.00947844423354,45,4.326,1.773,1.494,5,0,0,0,0.966613709927,1
19.3,-65,48.8738080375,2.29606991157,10.831735611,1.35821664333,0.992555379868,0.285918772221,0.00147555489093,45,4.326,1.773,1.494,5,0,0,0,0.979953050613,1
19.35,-65,48.873811261,2.29606963373,10.9031972885,1.43015789986,1.00380730629,0.285382181406,-0.0107383169234,45,4.326,1.773,1.494,5,0,0,0,0.992555379868,1
19.4,-65,48.8738145019,2.29606933169,10.9783563614,1.50599360466,1.01353776455,0.284217119217,-0.0233449079096,45,4.326,1.773,1.494,5,0,0,0,1.00380730629,1
19.45,-65,48.873817765,2.29606900468,11.0574846268,1.58563041687,1.02179479599,0.282446980476,-0.0354712046683,45,4.326,1.773,1.494,5,0,0,0,1.01353776455,1
19.5,-65,48.8738210532,2.29606865209,11.1408052444,1.66891145706,1.02720344067,0.279711812735,-0.0547853633761,45,4.326,1.773,1.494,5,0,0,0,1.02179479599,1
19.55,-65,48.8738243719,2.29606827299,11.2286109924,1.7557322979,1.03144729137,0.276493102312,-0.0643603727221,45,4.326,1.773,1.494,5,0,0,0,1.02720344067,1
19.6,-65,48.8738277177,2.29606786748,11.3164777756,1.75573122501,1.03085803986,0.272062122822,-0.0885386615992,45,4.326,1.773,1.494,5,0,0,0,1.03144729137,1
19.65,-65,48.8738310792,2.29606743688,11.4041118622,1.75573015213,1.02744352818,0.267011284828,-0.101193092763,45,4.326,1.773,1.494,5,0,0,0,1.03085803986,1
19.7,-65,48.873834521,2.29606697239,11.4931793213,1.75572919846,1.02008783817,0.261008650064,-0.118324659765,45,4.326,1.773,1.494,5,0,0,0,1.02744352818,1
19.75,-65,48.8738379375,2.29606648823,11.5809650421,1.75572800636,1.00836980343,0.254115909338,-0.137860640883,45,4.326,1.773,1.494,5,0,0,0,1.02008783817,1
19.8,-65,48.8738413673,2.29606597973,11.668463707,1.75572729111,0.993358016014,0.246594771743,-0.150919049978,45,4.326,1.773,1.494,5,0,0,0,1.00836980343,1
19.85,-65,48.8738448141,2.2960654467,11.7557821274,1.75572633743,0.974845468998,0.238419800997,-0.164379939437,45,4.326,1.773,1.494,5,0,0,0,0.993358016014,1
19.9,-65,48.8738483013,2.29606488573,11.8435077667,1.75572550297,0.953237593174,0.229696452618,-0.174590587616,45,4.326,1.773,1.494,5,0,0,0,0.974845468998,1
19.95,-65,48.8738518034,2.29606430126,11.9309988022,1.75572454929,0.928167045116,0.220389410853,-0.186772301793,45,4.326,1.773,1.494,5,0,0,0,0.953237593174,1
20,-65,48.8738553279,2.29606369254,12.018447876,1.75572371483,0.900923728943,0.210820943117,-0.192111521959,45,4.326,1.773,1.494,5,0,0,0,0.928167045116,1
20.05,-65,48.8738588891,2.29606305755,12.1061153412,1.75392377377,0.869263112545,0.200478836894,-0.206913799047,45,4.326,1.773,1.494,5,0,0,0,0.900923728943,1
20.1,-65,48.8738625368,2.29606238751,12.1950063705,1.74824571609,0.828856468201,0.18838532269,-0.237851858139,45,4.326,1.773,1.494,5,0,0,0,0.869263112545,1
20.15,-65,48.8738661424,2.29606170696,12.2818088531,1.73863518238,0.779693126678,0.174717381597,-0.273778736591,45,4.326,1.773,1.494,5,0,0,0,0.828856468201,1
20.2,-65,48.8738697689,2.29606100556,12.3678693771,1.72518527508,0.727283477783,0.160714820027,-0.280705928802,45,4.326,1.773,1.494,5,0,0,0,0.779693126678,1
20.25,-65,48.873873415,2.29606028473,12.4529743195,1.70792818069,0.671906888485,0.146456778049,-0.286146700382,45,4.326,1.773,1.494,5,0,0,0,0.727283477783,1
20.3,-65,48.8738770875,2.2960595319,12.5370721817,1.68690621853,1.43972444534,0.309567421675,3.26974797249,45,4.326,1.773,1.494,5,0,0,0,0.671906888485,1
20.35,-65,48.8738807833,2.29605873764,12.620013237,1.66215610504,1.72045135498,0.365049093962,1.11147320271,45,4.326,1.773,1.494,5,0,0,0,1.43972444534,1
20.4,-65,48.8738844817,2.29605790151,12.7011680603,1.63374078274,1.90994727612,0.40006840229,0.704801559448,45,4.326,1.773,1.494,5,0,0,0,1.72045135498,1
20.45,-65,48.8738882251,2.29605701006,12.781293869,1.60173666477,2.04495978355,0.422975450754,0.457811564207,45,4.326,1.773,1.494,5,0,0,0,1.90994727612,1
20.5,-65,48.8738920368,2.29605605402,12.8606901169,1.56618857384,2.11164808273,0.431385010481,0.165864139795,45,4.326,1.773,1.494,5,0,0,0,2.04495978355,1
20.55,-65,48.8738958086,2.29605505939,12.936964035,1.52712917328,2.1419467926,0.432429343462,0.0209099017084,45,4.326,1.773,1.494,5,0,0,0,2.11164808273,1
20.6,-65,48.8738995827,2.29605401607,13.0028343201,1.32261002064,2.12372899055,0.424425512552,-0.160718262196,45,4.326,1.773,1.494,5,0,0,0,2.1419467926,1
20.65,-65,48.8739033764,2.29605292008,13.0583467484,1.11181426048,2.07029747963,0.410248726606,-0.283974349499,45,4.326,1.773,1.494,5,0,0,0,2.12372899055,1
20.7,-65,48.87390717,2.29605177836,13.1030635834,0.89717155695,1.99295127392,0.392244756222,-0.361307561398,45,4.326,1.773,1.494,5,0,0,0,2.07029747963,1
20.75,-65,48.8739109675,2.29605059178,13.1369180679,0.679171741009,1.8962123394,0.371298402548,-0.42036780715,45,4.326,1.773,1.494,5,0,0,0,1.99295127392,1
20.8,-65,48.8739147676,2.29604936296,13.1597700119,0.458155453205,1.7857863903,0.34847638011,-0.457805097103,45,4.326,1.773,1.494,5,0,0,0,1.8962123394,1
20.85,-65,48.8739186495,2.29604806758,13.1719465256,0.238806441426,1.66675841808,0.32466083765,-0.467429131269,45,4.326,1.773,1.494,5,0,0,0,1.7857863903,1
20.9,-65,48.8739224492,2.29604676469,13.1731061935,0.0226832069457,1.42634105682,0.277801334858,-0.938421189785,45,4.326,1.773,1.494,5,0,0,0,1.66675841808,1
20.95,-65,48.8739262367,2.29604543501,13.16365242,-0.189771324396,1.31308472157,0.25611770153,-0.434795737267,45,4.326,1.773,1.494,5,0,0,0,1.42634105682,1
21,-65,48.8739300065,2.29604408548,13.1440477371,-0.394356042147,1.05267655849,0.205949604511,-1.00816345215,45,4.326,1.773,1.494,5,0,0,0,1.31308472157,1
21.05,-65,48.8739337949,2.29604270511,13.1146268845,-0.58643501997,1.03404068947,0.203212827444,-0.0545504949987,45,4.326,1.773,1.494,5,0,0,0,1.05267655849,1
21.1,-65,48.8739375405,2.29604131703,13.076089859,-0.773956656456,0.998835742474,0.197454109788,-0.1156456545,45,4.326,1.773,1.494,5,0,0,0,1.03404068947,1
21.15,-65,48.8739412997,2.29603990138,13.0280637741,-0.956571280956,0.949466347694,0.189082428813,-0.166735351086,45,4.326,1.773,1.494,5,0,0,0,0.998835742474,1
21.2,-65,48.8739450172,2.29603848036,12.9791173935,-0.981341958046,0.890951216221,0.17877176404,-0.206708654761,45,4.326,1.773,1.494,5,0,0,0,0.949466347694,1
21.25,-65,48.8739487175,2.29603704621,12.9294166565,-0.996467411518,0.82789593935,0.167400762439,-0.227964401245,45,4.326,1.773,1.494,5,0,0,0,0.890951216221,1
21.3,-65,48.8739523953,2.29603560267,12.8794898987,-1.00250756741,0.762510359287,0.155378907919,-0.241378426552,45,4.326,1.773,1.494,5,0,0,0,0.82789593935,1
21.35,-65,48.8739560592,2.29603414785,12.8295736313,-1.00146961212,0.696857988834,0.14310914278,-0.246154546738,45,4.326,1.773,1.494,5,0,0,0,0.762510359287,1
21.4,-65,48.8739597917,2.29603265008,12.7788829803,-0.993752777576,0.632149934769,0.130853503942,-0.240251213312,45,4.326,1.773,1.494,5,0,0,0,0.696857988834,1
21.45,-65,48.8739634165,2.29603116779,12.729839325,-0.983801603317,1.48299825191,0.309287905693,3.58356046677,45,4.326,1.773,1.494,5,0,0,0,0.632149934769,1
21.5,-65,48.8739670182,2.29602965809,12.6814079285,-0.973119795322,1.67166662216,0.351280122995,0.84408390522,45,4.326,1.773,1.494,5,0,0,0,1.48299825191,1
21.55,-65,48.8739706157,2.29602810973,12.633307457,-0.962220788002,1.79529368877,0.380117624998,0.577051877975,45,4.326,1.773,1.494,5,0,0,0,1.67166662216,1
21.6,-65,48.8739741897,2.29602652902,12.5857820511,-0.951527833939,1.85533070564,0.395789921284,0.313837230206,45,4.326,1.773,1.494,5,0,0,0,1.79529368877,1
21.65,-65,48.873977732,2.29602491919,12.5389051437,-0.941500484943,1.87373447418,0.402704924345,0.138888344169,45,4.326,1.773,1.494,5,0,0,0,1.85533070564,1
21.7,-65,48.8739812635,2.29602327111,12.4923419952,-0.932566940784,1.85712754726,0.402117192745,-0.0117712551728,45,4.326,1.773,1.494,5,0,0,0,1.87373447418,1
21.75,-65,48.8739847668,2.29602159366,12.4462490082,-0.92512345314,1.81388044357,0.395672440529,-0.129336699843,45,4.326,1.773,1.494,5,0,0,0,1.85712754726,1
21.8,-65,48.8739883234,2.29601984816,12.3994522095,-0.919579803944,1.75070130825,0.384786576033,-0.213899388909,45,4.326,1.773,1.494,5,0,0,0,1.81388044357,1
21.85,-65,48.8739917913,2.29601810595,12.3537378311,-0.91600304842,1.67344975471,0.370544523001,-0.285299807787,45,4.326,1.773,1.494,5,0,0,0,1.75070130825,1
21.9,-65,48.8739952323,2.29601633949,12.3082046509,-0.914126932621,1.58461344242,0.353485435247,-0.342402786016,45,4.326,1.773,1.494,5,0,0,0,1.67344975471,1
21.95,-65,48.8739986525,2.29601454789,12.2627687454,-0.912374198437,1.49182760715,0.335268259048,-0.365732520819,45,4.326,1.773,1.494,5,0,0,0,1.58461344242,1
22,-65,48.874002058,2.29601273031,12.2173490524,-0.910751879215,1.39598107338,0.316074609756,-0.384795308113,45,4.326,1.773,1.494,5,0,0,0,1.49182760715,1
22.05,-65,48.874005439,2.29601089701,12.1722946167,-0.905322670937,1.12878811359,0.257493883371,-1.17653000355,45,4.326,1.773,1.494,5,0,0,0,1.39598107338,1
22.1,-65,48.8740088062,2.29600904428,12.1273784637,-0.900933921337,1.13556933403,0.260962069035,0.069565705955,45,4.326,1.773,1.494,5,0,0,0,1.12878811359,1
22.15,-65,48.8740122243,2.29600713915,12.08198452,-0.892534613609,0.918501973152,0.212679252028,-0.949040710926,45,4.326,1.773,1.494,5,0,0,0,1.13556933403,1
22.2,-65,48.8740155573,2.29600525954,12.0379161835,-0.88389724493,0.903748750687,0.210798531771,-0.0377210117877,45,4.326,1.773,1.494,5,0,0,0,0.918501973152,1
22.25,-65,48.8740188721,2.29600336891,11.994307518,-0.875068187714,0.878937780857,0.206505775452,-0.0861366838217,45,4.326,1.773,1.494,5,0,0,0,0.903748750687,1
22.3,-65,48.874022187,2.29600145758,11.9509325027,-0.866033792496,0.843410611153,0.19960103929,-0.137857481837,45,4.326,1.773,1.494,5,0,0,0,0.878937780857,1
22.35,-65,48.8740254566,2.29599955288,11.9084024429,-0.85678166151,0.800036728382,0.190692648292,-0.179450288415,45,4.326,1.773,1.494,5,0,0,0,0.843410611153,1
22.4,-65,48.8740287323,2.2959976261,11.8660612106,-0.847307741642,0.75184905529,0.180489733815,-0.204161211848,45,4.326,1.773,1.494,5,0,0,0,0.800036728382,1
22.45,-65,48.8740319818,2.2959956975,11.8243455887,-0.837590873241,0.700188934803,0.169277846813,-0.225107252598,45,4.326,1.773,1.494,5,0,0,0,0.75184905529,1
22.5,-65,48.8740352261,2.29599375579,11.7829990387,-0.827679097652,0.647172570229,0.157562047243,-0.234510749578,45,4.326,1.773,1.494,5,0,0,0,0.700188934803,1
22.55,-65,48.8740385135,2.29599176362,11.7413578033,-0.817566454411,1.17024743557,0.286895513535,2.54149031639,45,4.326,1.773,1.494,5,0,0,0,0.647172570229,1
22.6,-65,48.8740417072,2.29598979705,11.7012071609,-0.807261943817,1.35845410824,0.335301071405,0.973587393761,45,4.326,1.773,1.494,5,0,0,0,1.17024743557,1
22.65,-65,48.8740449,2.29598779643,11.661157608,-0.800733685493,1.48213148117,0.368324309587,0.660467326641,45,4.326,1.773,1.494,5,0,0,0,1.35845410824,1
22.7,-65,48.8740480654,2.29598577602,11.6215896606,-0.793137669563,1.55813145638,0.389836847782,0.431313306093,45,4.326,1.773,1.494,5,0,0,0,1.48213148117,1
22.75,-65,48.8740512124,2.29598372918,11.5821914673,-0.789484918118,1.59487080574,0.401739120483,0.238528341055,45,4.326,1.773,1.494,5,0,0,0,1.55813145638,1
22.8,-65,48.8740543348,2.2959816597,11.5430269241,-0.786010444164,1.60043764114,0.405878394842,0.0830758810043,45,4.326,1.773,1.494,5,0,0,0,1.59487080574,1
22.85,-65,48.8740574367,2.29597956531,11.5040426254,-0.782612323761,1.58606994152,0.404966294765,-0.0183097850531,45,4.326,1.773,1.494,5,0,0,0,1.60043764114,1
22.9,-65,48.8740605777,2.29597740537,11.4644765854,-0.779262423515,1.55561363697,0.399939954281,-0.0989953652024,45,4.326,1.773,1.494,5,0,0,0,1.58606994152,1
22.95,-65,48.8740636505,2.2959752544,11.4256916046,-0.775916934013,1.51911425591,0.393217414618,-0.134467825294,45,4.326,1.773,1.494,5,0,0,0,1.55561363697,1
23,-65,48.8740666947,2.2959730869,11.3871889114,-0.772529363632,1.47478997707,0.384336620569,-0.178161948919,45,4.326,1.773,1.494,5,0,0,0,1.51911425591,1
23.05,-65,48.8740697225,2.29597089547,11.3541526794,-0.662538766861,1.43107306957,0.375123560429,-0.184743329883,45,4.326,1.773,1.494,5,0,0,0,1.47478997707,1
23.1,-65,48.8740727347,2.29596868073,11.3265838623,-0.552820205688,1.3857126236,0.36501032114,-0.202760308981,45,4.326,1.773,1.494,5,0,0,0,1.43107306957,1
23.15,-65,48.8740757334,2.2959664422,11.3044528961,-0.443620890379,1.34318184853,0.355200022459,-0.19661732018,45,4.326,1.773,1.494,5,0,0,0,1.3857126236,1
23.2,-65,48.8740787158,2.29596418491,11.2878503799,-0.333478778601,1.18991339207,0.315615236759,-0.794388234615,45,4.326,1.773,1.494,5,0,0,0,1.34318184853,1
23.25,-65,48.8740816855,2.29596190838,11.2769317627,-0.219365626574,1.14154088497,0.303376913071,-0.245790883899,45,4.326,1.773,1.494,5,0,0,0,1.18991339207,1
23.3,-65,48.8740846594,2.29595960326,11.2716197968,-0.106546141207,0.932678461075,0.248121321201,-1.10515761375,45,4.326,1.773,1.494,5,0,0,0,1.14154088497,1
23.35,-65,48.8740876692,2.29595724545,11.271856308,0.00474119279534,0.973209381104,0.258889466524,0.212342709303,45,4.326,1.773,1.494,5,0,0,0,0.932678461075,1
