Time (sec);X Position (m);Y Position (m);Z Position (m);Roll Position (rad);Pitch Position (rad);Yaw Position (rad)
2.5100000000;0.0564475827;0.0202633476;-0.0083623912;-0.0718343347;-0.1206013615;-0.0923362651
2.5125000000;0.0564615067;0.0202635350;-0.0083339371;-0.0729784512;-0.1209500973;-0.0933098695
2.5150000000;0.0564752032;0.0202636620;-0.0083040234;-0.0743719377;-0.1215497622;-0.0942728872
2.5175000000;0.0564887024;0.0202637275;-0.0082723473;-0.0763398180;-0.1221956081;-0.0950690153
2.5200000000;0.0565020504;0.0202637312;-0.0082386689;-0.0790728820;-0.1228685075;-0.0957433080
2.5225000000;0.0565153020;0.0202636752;-0.0082028404;-0.0821669993;-0.1236232758;-0.0964762549
2.5250000000;0.0565285004;0.0202635610;-0.0081648009;-0.0847437271;-0.1243748243;-0.0973147718
2.5275000000;0.0565416615;0.0202633884;-0.0081245846;-0.0861747432;-0.1249336212;-0.0982207328
2.5300000000;0.0565547783;0.0202631571;-0.0080823398;-0.0865322664;-0.1252435081;-0.0993147555
2.5325000000;0.0565678388;0.0202628688;-0.0080383117;-0.0863360091;-0.1254307263;-0.1007452628
2.5350000000;0.0565808353;0.0202625277;-0.0079927679;-0.0861571311;-0.1256356759;-0.1024746722
2.5375000000;0.0565937553;0.0202621394;-0.0079459209;-0.0863946218;-0.1258809510;-0.1042430415
2.5400000000;0.0566065711;0.0202617063;-0.0078978892;-0.0871422587;-0.1260593753;-0.1055280738
2.5425000000;0.0566192424;0.0202612257;-0.0078487031;-0.0883349523;-0.1260284286;-0.1057615465
2.5450000000;0.0566317359;0.0202606923;-0.0077983716;-0.0899837659;-0.1257984552;-0.1048188371
2.5475000000;0.0566440448;0.0202601016;-0.0077469579;-0.0920064924;-0.1255834530;-0.1032143736
2.5500000000;0.0566561902;0.0202594524;-0.0076945666;-0.0939828152;-0.1255856637;-0.1017316496
2.5525000000;0.0566682046;0.0202587462;-0.0076412462;-0.0953707008;-0.1258905986;-0.1008608669
2.5550000000;0.0566801172;0.0202579881;-0.0075869226;-0.0958936832;-0.1266110293;-0.1006670584
2.5575000000;0.0566919488;0.0202571862;-0.0075314326;-0.0956443968;-0.1278341571;-0.1010057869
2.5600000000;0.0567037130;0.0202563468;-0.0074746278;-0.0949486033;-0.1293855704;-0.1016066771
2.5625000000;0.0567154166;0.0202554693;-0.0074164639;-0.0941867544;-0.1309351762;-0.1021517161
2.5650000000;0.0567270618;0.0202545446;-0.0073570072;-0.0936362955;-0.1323324389;-0.1024719425
2.5675000000;0.0567386499;0.0202535583;-0.0072963675;-0.0934008920;-0.1336787467;-0.1026801711
2.5700000000;0.0567501828;0.0202524948;-0.0072346563;-0.0934430769;-0.1350853785;-0.1030641129
2.5725000000;0.0567616605;0.0202513398;-0.0071720422;-0.0936297592;-0.1364365176;-0.1037610460
2.5750000000;0.0567730755;0.0202500802;-0.0071088407;-0.0937869599;-0.1375511804;-0.1046751037
2.5775000000;0.0567844072;0.0202487056;-0.0070455136;-0.0937387789;-0.1384962093;-0.1056818360
2.5800000000;0.0567956170;0.0202472073;-0.0069825541;-0.0932783379;-0.1394433941;-0.1066351416
2.5825000000;0.0568066526;0.0202455785;-0.0069203566;-0.0922511257;-0.1403733920;-0.1072765056
2.5850000000;0.0568174632;0.0202438159;-0.0068591885;-0.0908055318;-0.1411460772;-0.1074252533
2.5875000000;0.0568280206;0.0202419215;-0.0067992511;-0.0893448645;-0.1416662102;-0.1072757164
2.5900000000;0.0568383305;0.0202399032;-0.0067407041;-0.0880392602;-0.1419112238;-0.1073358600
2.5925000000;0.0568484276;0.0202377693;-0.0066836042;-0.0866794267;-0.1419312888;-0.1079786310
2.5950000000;0.0568583572;0.0202355237;-0.0066278550;-0.0850972274;-0.1417826607;-0.1091638066
2.5975000000;0.0568681547;0.0202331636;-0.0065732687;-0.0834026664;-0.1414403075;-0.1106490806
2.6000000000;0.0568778355;0.0202306825;-0.0065197093;-0.0818574092;-0.1408243908;-0.1122627654
2.6025000000;0.0568873982;0.0202280771;-0.0064671956;-0.0807618786;-0.1398980715;-0.1138991531
2.6050000000;0.0568968298;0.0202253501;-0.0064158467;-0.0803917681;-0.1388025978;-0.1155718928
2.6075000000;0.0569061040;0.0202225082;-0.0063657105;-0.0807927521;-0.1378933142;-0.1175646393
2.6100000000;0.0569151816;0.0202195568;-0.0063166708;-0.0816322740;-0.1374869594;-0.1201407470
2.6125000000;0.0569240190;0.0202164994;-0.0062685526;-0.0824139876;-0.1375462342;-0.1230601609
2.6150000000;0.0569325843;0.0202133386;-0.0062213165;-0.0826921874;-0.1377089812;-0.1257653070
2.6175000000;0.0569408670;0.0202100781;-0.0061751246;-0.0820643815;-0.1376449554;-0.1280334626
2.6200000000;0.0569488740;0.0202067244;-0.0061302026;-0.0803784651;-0.1373167085;-0.1301147082
2.6225000000;0.0569566236;0.0202032880;-0.0060866306;-0.0780152828;-0.1368469793;-0.1322415684
2.6250000000;0.0569641465;0.0201997830;-0.0060442347;-0.0756781593;-0.1362291765;-0.1342578228
2.6275000000;0.0569714938;0.0201962249;-0.0060026616;-0.0739058183;-0.1353720688;-0.1357880926
2.6300000000;0.0569787391;0.0201926290;-0.0059615771;-0.0729451374;-0.1343851631;-0.1367000486
2.6325000000;0.0569859634;0.0201890108;-0.0059207933;-0.0729672326;-0.1335232792;-0.1372109763
2.6350000000;0.0569932288;0.0201853854;-0.0058802117;-0.0740578483;-0.1328704461;-0.1374289936
2.6375000000;0.0570005550;0.0201817645;-0.0058397150;-0.0759364161;-0.1322940192;-0.1371254471
2.6400000000;0.0570079115;0.0201781519;-0.0057991809;-0.0779803126;-0.1316335318;-0.1361229694
2.6425000000;0.0570152319;0.0201745441;-0.0057585842;-0.0797258387;-0.1308417822;-0.1346207609
2.6450000000;0.0570224388;0.0201709347;-0.0057180348;-0.0811230023;-0.1299988407;-0.1330802336
2.6475000000;0.0570294645;0.0201673205;-0.0056776851;-0.0821096175;-0.1292065115;-0.1319598063
2.6500000000;0.0570362606;0.0201637027;-0.0056375999;-0.0822877320;-0.1284779401;-0.1315762844
2.6525000000;0.0570427972;0.0201600821;-0.0055977292;-0.0812663710;-0.1277574828;-0.1320810259
2.6550000000;0.0570490588;0.0201564587;-0.0055579760;-0.0791735708;-0.1270623166;-0.1334404852
2.6575000000;0.0570550460;0.0201528357;-0.0055182312;-0.0767479223;-0.1265843483;-0.1354831100
2.6600000000;0.0570607764;0.0201492233;-0.0054783313;-0.0748806693;-0.1265406142;-0.1379818540
2.6625000000;0.0570662770;0.0201456356;-0.0054379844;-0.0739841395;-0.1269244850;-0.1405872392
2.6650000000;0.0570715806;0.0201420840;-0.0053967389;-0.0738227773;-0.1275628261;-0.1429154219
2.6675000000;0.0570767344;0.0201385749;-0.0053540842;-0.0738910967;-0.1283238235;-0.1449065271
2.6700000000;0.0570818064;0.0201351155;-0.0053096623;-0.0737048287;-0.1290961319;-0.1467257281
2.6725000000;0.0570868734;0.0201317186;-0.0052634037;-0.0728381614;-0.1297074877;-0.1483659700
2.6750000000;0.0570919907;0.0201283983;-0.0052154549;-0.0710836938;-0.1300572027;-0.1497651106
2.6775000000;0.0570971660;0.0201251629;-0.0051659978;-0.0686676565;-0.1302832386;-0.1509957129
2.6800000000;0.0571023575;0.0201220125;-0.0051151616;-0.0662062772;-0.1306840726;-0.1520981143
2.6825000000;0.0571074975;0.0201189417;-0.0050630936;-0.0641998546;-0.1314860969;-0.1529738870
2.6850000000;0.0571125213;0.0201159420;-0.0050100728;-0.0624545465;-0.1326962150;-0.1534317285
2.6875000000;0.0571173831;0.0201130040;-0.0049564968;-0.0602656743;-0.1341114989;-0.1533715870
2.6900000000;0.0571220538;0.0201101193;-0.0049027064;-0.0571195879;-0.1354303423;-0.1530599043
2.6925000000;0.0571265107;0.0201072797;-0.0048488044;-0.0530132365;-0.1364086620;-0.1530408453
2.6950000000;0.0571307381;0.0201044771;-0.0047946151;-0.0483628063;-0.1369875462;-0.1536119339
2.6975000000;0.0571347435;0.0201017043;-0.0047397844;-0.0438269082;-0.1372873468;-0.1545532949
2.7000000000;0.0571385709;0.0200989558;-0.0046839231;-0.0400368839;-0.1375209241;-0.1555561922
2.7025000000;0.0571422947;0.0200962305;-0.0046267012;-0.0372733613;-0.1379224760;-0.1565519245
2.7050000000;0.0571459948;0.0200935316;-0.0045678806;-0.0353226990;-0.1386235779;-0.1573549564
2.7075000000;0.0571497256;0.0200908645;-0.0045073530;-0.0336458585;-0.1395425308;-0.1575843774
2.7100000000;0.0571534986;0.0200882314;-0.0044452099;-0.0316858241;-0.1404820251;-0.1571345176
2.7125000000;0.0571572855;0.0200856275;-0.0043817815;-0.0291234286;-0.1413184191;-0.1561837674
2.7150000000;0.0571610360;0.0200830412;-0.0043175707;-0.0260502588;-0.1420230314;-0.1548286555
2.7175000000;0.0571646943;0.0200804567;-0.0042530901;-0.0229450999;-0.1425682197;-0.1532097290
2.7200000000;0.0571682094;0.0200778552;-0.0041887092;-0.0203374815;-0.1429146691;-0.1517969851
2.7225000000;0.0571715396;0.0200752160;-0.0041246235;-0.0183924713;-0.1430734467;-0.1511213565
2.7250000000;0.0571746617;0.0200725222;-0.0040609350;-0.0167980961;-0.1430983936;-0.1513588913
2.7275000000;0.0571775817;0.0200697666;-0.0039977275;-0.0150051927;-0.1430380790;-0.1523388265
2.7300000000;0.0571803380;0.0200669547;-0.0039350573;-0.0126938917;-0.1429754124;-0.1538211113
2.7325000000;0.0571829851;0.0200640988;-0.0038728958;-0.0099981819;-0.1430146573;-0.1556534794
2.7350000000;0.0571855694;0.0200612085;-0.0038111162;-0.0070773360;-0.1431738403;-0.1576164742
2.7375000000;0.0571881124;0.0200582842;-0.0037495655;-0.0038104912;-0.1433793902;-0.1593336298
2.7400000000;0.0571906158;0.0200553201;-0.0036881791;-0.0001903598;-0.1434755719;-0.1605932379
2.7425000000;0.0571930749;0.0200523083;-0.0036270586;0.0034052416;-0.1432024160;-0.1615587936
2.7450000000;0.0571954853;0.0200492398;-0.0035664589;0.0064904547;-0.1423940433;-0.1624963696
2.7475000000;0.0571978353;0.0200461046;-0.0035066933;0.0086673440;-0.1412169535;-0.1633905965
2.7500000000;0.0572000977;0.0200428934;-0.0034480462;0.0096323150;-0.1399840635;-0.1639805292
2.7525000000;0.0572022300;0.0200396003;-0.0033907562;0.0094516759;-0.1388067152;-0.1641338544
2.7550000000;0.0572041902;0.0200362267;-0.0033350344;0.0086938440;-0.1376168698;-0.1638010975
2.7575000000;0.0572059520;0.0200327827;-0.0032810512;0.0079088233;-0.1363951720;-0.1627181144
2.7600000000;0.0572075062;0.0200292826;-0.0032288794;0.0071979606;-0.1352433509;-0.1605972871
2.7625000000;0.0572088525;0.0200257376;-0.0031784396;0.0064622561;-0.1342853527;-0.1575462706
2.7650000000;0.0572099950;0.0200221526;-0.0031295163;0.0057196405;-0.1335266275;-0.1541651575
2.7675000000;0.0572109462;0.0200185295;-0.0030818448;0.0050915502;-0.1328568417;-0.1512878385
2.7700000000;0.0572117306;0.0200148704;-0.0030351967;0.0046913541;-0.1322011277;-0.1495730291
2.7725000000;0.0572123808;0.0200111789;-0.0029894052;0.0044623834;-0.1315725863;-0.1490747947
2.7750000000;0.0572129252;0.0200074586;-0.0029443532;0.0041153977;-0.1309752757;-0.1490643949
2.7775000000;0.0572133749;0.0200037117;-0.0028999623;0.0033846071;-0.1303266083;-0.1484840331
2.7800000000;0.0572137196;0.0199999372;-0.0028562006;0.0022715430;-0.1294561134;-0.1467508316
2.7825000000;0.0572139344;0.0199961319;-0.0028131270;0.0009574153;-0.1281603599;-0.1441908726
2.7850000000;0.0572139892;0.0199922957;-0.0027709333;-0.0004395783;-0.1263309156;-0.1417661045
2.7875000000;0.0572138524;0.0199884331;-0.0027298811;-0.0020015586;-0.1240831854;-0.1403287622
2.7900000000;0.0572134924;0.0199845502;-0.0026901211;-0.0038765622;-0.1218052865;-0.1400686870
2.7925000000;0.0572128850;0.0199806489;-0.0026515742;-0.0059804124;-0.1200693465;-0.1406507205
2.7950000000;0.0572120183;0.0199767248;-0.0026140073;-0.0080131944;-0.1193084778;-0.1417564449
2.7975000000;0.0572108926;0.0199727702;-0.0025772208;-0.0099038071;-0.1195220982;-0.1432760193
2.8000000000;0.0572095182;0.0199687780;-0.0025411577;-0.0120431774;-0.1203870332;-0.1450178978
2.8025000000;0.0572079135;0.0199647428;-0.0025058444;-0.0147983568;-0.1215472584;-0.1465465609
2.8050000000;0.0572061004;0.0199606578;-0.0024712511;-0.0179299259;-0.1226832598;-0.1473994528
2.8075000000;0.0572040952;0.0199565145;-0.0024372597;-0.0209101365;-0.1234923646;-0.1473842959
2.8100000000;0.0572019028;0.0199523060;-0.0024037628;-0.0236113201;-0.1238033167;-0.1466996124
2.8125000000;0.0571995210;0.0199480297;-0.0023707381;-0.0261923133;-0.1236736566;-0.1457551713
2.8150000000;0.0571969494;0.0199436873;-0.0023382113;-0.0285859561;-0.1233838977;-0.1448468044
2.8175000000;0.0571941945;0.0199392821;-0.0023061613;-0.0304612097;-0.1233231653;-0.1440531846
2.8200000000;0.0571912629;0.0199348149;-0.0022744306;-0.0314758137;-0.1236953439;-0.1433510053
2.8225000000;0.0571881535;0.0199302836;-0.0022427250;-0.0315364098;-0.1243287722;-0.1427034705
2.8250000000;0.0571848592;0.0199256879;-0.0022107521;-0.0310227400;-0.1248445206;-0.1421120069
2.8275000000;0.0571813744;0.0199210307;-0.0021783818;-0.0305770595;-0.1249341052;-0.1415942063
2.8300000000;0.0571776949;0.0199163152;-0.0021456561;-0.0305941785;-0.1244840252;-0.1410628323
2.8325000000;0.0571738108;0.0199115435;-0.0021126600;-0.0310828013;-0.1235331005;-0.1403007796
2.8350000000;0.0571697101;0.0199067172;-0.0020794163;-0.0318065149;-0.1222049756;-0.1391455306
2.8375000000;0.0571653972;0.0199018379;-0.0020459004;-0.0324686051;-0.1207190389;-0.1376844663
2.8400000000;0.0571609077;0.0198969068;-0.0020121023;-0.0330417066;-0.1193512984;-0.1361476069
2.8425000000;0.0571563024;0.0198919268;-0.0019780105;-0.0338328698;-0.1182955388;-0.1346485346
2.8450000000;0.0571516453;0.0198869038;-0.0019434998;-0.0350150855;-0.1175948805;-0.1331062427
2.8475000000;0.0571469789;0.0198818455;-0.0019082568;-0.0363998783;-0.1172111834;-0.1314500954
2.8500000000;0.0571423111;0.0198767572;-0.0018718661;-0.0377511298;-0.1171071622;-0.1298631556
2.8525000000;0.0571376160;0.0198716393;-0.0018340075;-0.0388798105;-0.1172545536;-0.1285565175
2.8550000000;0.0571328491;0.0198664887;-0.0017945746;-0.0395683557;-0.1175786464;-0.1273706893
2.8575000000;0.0571279674;0.0198613026;-0.0017536242;-0.0397845522;-0.1179060508;-0.1258653595
2.8600000000;0.0571229437;0.0198560781;-0.0017112363;-0.0397882312;-0.1180801038;-0.1237356418
2.8625000000;0.0571177707;0.0198508124;-0.0016674199;-0.0398906428;-0.1181393966;-0.1211043279
2.8650000000;0.0571124617;0.0198455036;-0.0016221364;-0.0401817501;-0.1182629547;-0.1184959277
2.8675000000;0.0571070463;0.0198401543;-0.0015753950;-0.0404896700;-0.1185592528;-0.1165349645
2.8700000000;0.0571015551;0.0198347732;-0.0015273117;-0.0405616573;-0.1189239600;-0.1155416843
2.8725000000;0.0570960021;0.0198293719;-0.0014780730;-0.0402627801;-0.1191072552;-0.1152169153
2.8750000000;0.0570903795;0.0198239608;-0.0014278437;-0.0396943807;-0.1189246045;-0.1148129214
2.8775000000;0.0570846668;0.0198185453;-0.0013767199;-0.0390799998;-0.1183427234;-0.1138514582
2.8800000000;0.0570788420;0.0198131265;-0.0013247807;-0.0384112304;-0.1174607084;-0.1125603051
2.8825000000;0.0570728860;0.0198077036;-0.0012721484;-0.0374930624;-0.1165047703;-0.1115285495
2.8850000000;0.0570667787;0.0198022757;-0.0012189465;-0.0364277581;-0.1157462567;-0.1111782593
2.8875000000;0.0570604982;0.0197968407;-0.0011651866;-0.0356584242;-0.1153563876;-0.1116225261
2.8900000000;0.0570540295;0.0197913941;-0.0011107278;-0.0355452965;-0.1153413376;-0.1127406880
2.8925000000;0.0570473749;0.0197859314;-0.0010553844;-0.0360922343;-0.1155719308;-0.1141829720
2.8950000000;0.0570405559;0.0197804525;-0.0009990826;-0.0370261529;-0.1158620183;-0.1154113330
2.8975000000;0.0570336051;0.0197749631;-0.0009418965;-0.0381375319;-0.1160908698;-0.1159849324
2.9000000000;0.0570265557;0.0197694709;-0.0008839537;-0.0395306896;-0.1162763029;-0.1158057809
2.9025000000;0.0570194327;0.0197639782;-0.0008253472;-0.0413717503;-0.1165234436;-0.1150002486
2.9050000000;0.0570122491;0.0197584809;-0.0007661340;-0.0433286052;-0.1168935999;-0.1138138242
2.9075000000;0.0570050054;0.0197529721;-0.0007063962;-0.0445619988;-0.1172763383;-0.1126248082
2.9100000000;0.0569976868;0.0197474454;-0.0006463064;-0.0445046332;-0.1174285079;-0.1116970421
2.9125000000;0.0569902598;0.0197418929;-0.0005861282;-0.0434410426;-0.1171990338;-0.1109956327
2.9150000000;0.0569826782;0.0197363019;-0.0005261425;-0.0421760204;-0.1166781181;-0.1104169346
2.9175000000;0.0569749011;0.0197306547;-0.0004665694;-0.0413472740;-0.1161354963;-0.1099835273
2.9200000000;0.0569669133;0.0197249330;-0.0004075565;-0.0411278793;-0.1158639568;-0.1098077100
2.9225000000;0.0569587280;0.0197191249;-0.0003492504;-0.0412526704;-0.1160307326;-0.1100007023
2.9250000000;0.0569503705;0.0197132305;-0.0002918822;-0.0412341239;-0.1165622273;-0.1104820871
2.9275000000;0.0569418539;0.0197072579;-0.0002357481;-0.0408300871;-0.1171714195;-0.1108292731
2.9300000000;0.0569331653;0.0197012128;-0.0001810976;-0.0402043216;-0.1175919418;-0.1105319654
2.9325000000;0.0569242688;0.0196950916;-0.0001280719;-0.0394901956;-0.1177594326;-0.1094845319
2.9350000000;0.0569151239;0.0196888821;-0.0000767555;-0.0385271550;-0.1177561678;-0.1080517037
2.9375000000;0.0569057048;0.0196825728;-0.0000272429;-0.0371751157;-0.1176725699;-0.1066244864
2.9400000000;0.0568960068;0.0196761576;0.0000203631;-0.0356183947;-0.1175229226;-0.1052825508
2.9425000000;0.0568860371;0.0196696342;0.0000659927;-0.0343093091;-0.1173157978;-0.1039170885
2.9450000000;0.0568758019;0.0196629975;0.0001096412;-0.0337533665;-0.1171713962;-0.1025525229
2.9475000000;0.0568653044;0.0196562387;0.0001513659;-0.0341409326;-0.1171879839;-0.1014708452
2.9500000000;0.0568545527;0.0196493519;0.0001912471;-0.0350894766;-0.1172256142;-0.1011013454
2.9525000000;0.0568435661;0.0196423410;0.0002293593;-0.0360666794;-0.1170388799;-0.1017459993
2.9550000000;0.0568323677;0.0196352164;0.0002657832;-0.0370051709;-0.1166179704;-0.1032557162
2.9575000000;0.0568209716;0.0196279865;0.0003006206;-0.0381704199;-0.1161518117;-0.1050782718
2.9600000000;0.0568093737;0.0196206528;0.0003339810;-0.0396315468;-0.1156767421;-0.1067035024
2.9625000000;0.0567975539;0.0196132128;0.0003659408;-0.0411685312;-0.1150409678;-0.1080058793
2.9650000000;0.0567854848;0.0196056659;0.0003964775;-0.0426058765;-0.1141336084;-0.1091476824
2.9675000000;0.0567731464;0.0195980170;0.0004254426;-0.0440505005;-0.1129140091;-0.1101871110
2.9700000000;0.0567605414;0.0195902771;0.0004526683;-0.0457598308;-0.1113543637;-0.1109431253
2.9725000000;0.0567476998;0.0195824610;0.0004781346;-0.0478802761;-0.1095766812;-0.1112538234
2.9750000000;0.0567346697;0.0195745836;0.0005020082;-0.0503596788;-0.1079254799;-0.1111347895
2.9775000000;0.0567214972;0.0195666575;0.0005245043;-0.0530810574;-0.1067122476;-0.1106680272
2.9800000000;0.0567082091;0.0195586945;0.0005457336;-0.0560447773;-0.1059345458;-0.1099358915
2.9825000000;0.0566948042;0.0195507077;0.0005657063;-0.0591888759;-0.1053110181;-0.1090819084
2.9850000000;0.0566812582;0.0195427114;0.0005844846;-0.0619898249;-0.1045443334;-0.1083087228
2.9875000000;0.0566675420;0.0195347180;0.0006023059;-0.0636834806;-0.1035436339;-0.1077169763
2.9900000000;0.0566536416;0.0195267364;0.0006195493;-0.0640132296;-0.1024647611;-0.1072433394
2.9925000000;0.0566395715;0.0195187732;0.0006365993;-0.0635352894;-0.1015858428;-0.1068540180
2.9950000000;0.0566253736;0.0195108352;0.0006537352;-0.0631362101;-0.1010954322;-0.1065288869
2.9975000000;0.0566110970;0.0195029283;0.0006711138;-0.0632531666;-0.1009223791;-0.1059742942
3.0000000000;0.0565967703;0.0194950529;0.0006888259;-0.0636237027;-0.1008046139;-0.1047050782
3.0025000000;0.0565823841;0.0194872011;0.0007069301;-0.0637615226;-0.1005234636;-0.1025107613
3.0050000000;0.0565678961;0.0194793593;0.0007254131;-0.0634342266;-0.1000085289;-0.0996010657
3.0075000000;0.0565532532;0.0194715170;0.0007441760;-0.0626446722;-0.0992869214;-0.0962755154
3.0100000000;0.0565384114;0.0194636729;0.0007631442;-0.0614443000;-0.0983951383;-0.0926968269
3.0125000000;0.0565233446;0.0194558331;0.0007824361;-0.0598911240;-0.0973730130;-0.0890663088
3.0150000000;0.0565080450;0.0194480031;0.0008024270;-0.0580189876;-0.0963446049;-0.0858238431
3.0175000000;0.0564925246;0.0194401814;0.0008235985;-0.0558184179;-0.0954898998;-0.0834415325
3.0200000000;0.0564768151;0.0194323618;0.0008462623;-0.0533219811;-0.0949434126;-0.0820390923
3.0225000000;0.0564609563;0.0194245384;0.0008704069;-0.0507065093;-0.0947669265;-0.0813493246
3.0250000000;0.0564449754;0.0194167064;0.0008958080;-0.0482689045;-0.0949292090;-0.0809266702
3.0275000000;0.0564288746;0.0194088589;0.0009222723;-0.0462240648;-0.0952723191;-0.0803539633
3.0300000000;0.0564126323;0.0194009836;0.0009497904;-0.0444913392;-0.0955527391;-0.0795624223
3.0325000000;0.0563962182;0.0193930630;0.0009785145;-0.0426943741;-0.0955739148;-0.0789303987
3.0350000000;0.0563796127;0.0193850804;0.0010086329;-0.0403654631;-0.0953554175;-0.0788672143
3.0375000000;0.0563628129;0.0193770256;0.0010402603;-0.0372263838;-0.0951525082;-0.0793810091
3.0400000000;0.0563458213;0.0193688953;0.0010734121;-0.0333864719;-0.0951585128;-0.0800913077
3.0425000000;0.0563286263;0.0193606874;0.0011080320;-0.0292454534;-0.0952545265;-0.0806094920
3.0450000000;0.0563111981;0.0193523966;0.0011439892;-0.0251705662;-0.0952022318;-0.0809131643
3.0475000000;0.0562935039;0.0193440137;0.0011810279;-0.0212999111;-0.0949408515;-0.0813106399
3.0500000000;0.0562755297;0.0193355299;0.0012187573;-0.0176585247;-0.0945797791;-0.0819507885
3.0525000000;0.0562572880;0.0193269413;0.0012567837;-0.0143560628;-0.0942204703;-0.0824694137
3.0550000000;0.0562388079;0.0193182498;0.0012949495;-0.0115479894;-0.0938866686;-0.0822454251
3.0575000000;0.0562201255;0.0193094596;0.0013334529;-0.0091991300;-0.0935758530;-0.0809809212
3.0600000000;0.0562012830;0.0193005722;0.0013726997;-0.0070615128;-0.0932878129;-0.0791156914
3.0625000000;0.0561823295;0.0192915851;0.0014130226;-0.0050683218;-0.0930086564;-0.0776518507
3.0650000000;0.0561633090;0.0192824939;0.0014544972;-0.0036266962;-0.0926861027;-0.0774546001
3.0675000000;0.0561442439;0.0192732943;0.0014969240;-0.0032853832;-0.0922563481;-0.0787581753
3.0700000000;0.0561251230;0.0192639818;0.0015399175;-0.0040608364;-0.0917692267;-0.0811691501
3.0725000000;0.0561059011;0.0192545524;0.0015830486;-0.0052353583;-0.0913927849;-0.0839483236
3.0750000000;0.0560865161;0.0192450051;0.0016259670;-0.0059692944;-0.0912584856;-0.0864270530
3.0775000000;0.0560669108;0.0192353464;0.0016684446;-0.0060146742;-0.0914183495;-0.0882277207
3.0800000000;0.0560470497;0.0192255906;0.0017103666;-0.0057584628;-0.0918534456;-0.0891792271
3.0825000000;0.0560269239;0.0192157567;0.0017517254;-0.0057423056;-0.0924633762;-0.0893474594
3.0850000000;0.0560065469;0.0192058598;0.0017926005;-0.0061796909;-0.0931113809;-0.0891968051
3.0875000000;0.0559859445;0.0191959051;0.0018330783;-0.0068617290;-0.0936041650;-0.0894391111
3.0900000000;0.0559651492;0.0191858877;0.0018731327;-0.0074683060;-0.0937236774;-0.0906082725
3.0925000000;0.0559441962;0.0191758011;0.0019125824;-0.0078558237;-0.0934337143;-0.0927791894
3.0950000000;0.0559231157;0.0191656460;0.0019511852;-0.0080784269;-0.0929017753;-0.0956251742
3.0975000000;0.0559019198;0.0191554354;0.0019887743;-0.0082476209;-0.0922376652;-0.0987189540
3.1000000000;0.0558805951;0.0191451887;0.0020253314;-0.0084097083;-0.0913623235;-0.1018226979
3.1025000000;0.0558591121;0.0191349211;0.0020609665;-0.0085093898;-0.0901619119;-0.1049355265
3.1050000000;0.0558374488;0.0191246391;0.0020957822;-0.0084490221;-0.0886836038;-0.1080552654
3.1075000000;0.0558156036;0.0191143445;0.0021296885;-0.0082868978;-0.0871477154;-0.1110003894
3.1100000000;0.0557935894;0.0191040402;0.0021623876;-0.0082397939;-0.0857665435;-0.1136611742
3.1125000000;0.0557714182;0.0190937285;0.0021935772;-0.0082779433;-0.0846070601;-0.1162386614
3.1150000000;0.0557490973;0.0190834088;0.0022231234;-0.0080091907;-0.0836032636;-0.1188987775
3.1175000000;0.0557266379;0.0190730795;0.0022510326;-0.0071609160;-0.0825849229;-0.1213661827
3.1200000000;0.0557040608;0.0190627407;0.0022773343;-0.0058571337;-0.0813859330;-0.1231847879
3.1225000000;0.0556813868;0.0190523936;0.0023020152;-0.0043877119;-0.0800144930;-0.1242686893
3.1250000000;0.0556586209;0.0190420371;0.0023250341;-0.0029308384;-0.0786371309;-0.1249725116
3.1275000000;0.0556357485;0.0190316682;0.0023463806;-0.0015092583;-0.0773988738;-0.1257132293
3.1300000000;0.0556127468;0.0190212845;0.0023661162;-0.0000912573;-0.0763089489;-0.1265913316
3.1325000000;0.0555895953;0.0190108862;0.0023843444;0.0013677558;-0.0752850105;-0.1272472027
3.1350000000;0.0555662738;0.0190004748;0.0024011259;0.0027791051;-0.0742471988;-0.1272488420
3.1375000000;0.0555427557;0.0189900543;0.0024164274;0.0037719919;-0.0731636629;-0.1266775039
3.1400000000;0.0555190098;0.0189796303;0.0024301901;0.0039842592;-0.0720808270;-0.1259823303
3.1425000000;0.0554950071;0.0189692032;0.0024424438;0.0034578135;-0.0710738899;-0.1254980589
3.1450000000;0.0554707299;0.0189587654;0.0024533000;0.0025698774;-0.0701009086;-0.1254647632
3.1475000000;0.0554461789;0.0189483061;0.0024628252;0.0017144975;-0.0690029382;-0.1260121455
3.1500000000;0.0554213716;0.0189378151;0.0024709723;0.0012107435;-0.0676875454;-0.1269027545
3.1525000000;0.0553963357;0.0189272848;0.0024776391;0.0012609495;-0.0662033862;-0.1276882851
3.1550000000;0.0553711003;0.0189167117;0.0024827730;0.0017089534;-0.0646112632;-0.1280373649
3.1575000000;0.0553456887;0.0189060973;0.0024864566;0.0020545069;-0.0628967648;-0.1277509943
3.1600000000;0.0553201177;0.0188954457;0.0024889187;0.0019246796;-0.0610973722;-0.1269026974
3.1625000000;0.0552943974;0.0188847620;0.0024904185;0.0013843776;-0.0594173691;-0.1261152447
3.1650000000;0.0552685303;0.0188740518;0.0024911128;0.0006661169;-0.0580859919;-0.1261267640
3.1675000000;0.0552425093;0.0188633192;0.0024910761;-0.0001851017;-0.0571795556;-0.1269581755
3.1700000000;0.0552163213;0.0188525637;0.0024904321;-0.0012116911;-0.0565722788;-0.1278999499
