0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;-4.845177804294508;12.796994954405818;0.0;0.0;0.0;5.455333992468115;-4.845177804294508;12.796994954405818;0.0;0.0;0.0;5.455333992468115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.010908;-4.922296534059569;12.879635314980987;0.0;0.0;0.0;5.455742619600591;-4.922296534059569;12.879635314980987;0.0;0.0;0.0;5.455742619600591;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.022006;-4.999404557514936;12.958960129297338;0.0;0.0;0.0;5.456122757108539;-4.999404557514936;12.958960129297338;0.0;0.0;0.0;5.456122757108539;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.033014;-5.076523281517439;13.041600490862038;0.0;0.0;0.0;5.456448082790524;-5.076523281517439;13.041600490862038;0.0;0.0;0.0;5.456448082790524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.043943;-5.153383245837176;13.12424169498263;0.0;0.0;0.0;5.456851428422115;-5.153383245837176;13.12424169498263;0.0;0.0;0.0;5.456851428422115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.055063;-5.230501965561416;13.206882050842978;0.0;0.0;0.0;5.457249837405619;-5.230501965561416;13.206882050842978;0.0;0.0;0.0;5.457249837405619;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.066114;-5.307351221155841;13.28620771371061;0.0;0.0;0.0;5.457693963048212;-5.307351221155841;13.28620771371061;0.0;0.0;0.0;5.457693963048212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.077062;-5.384211177908583;13.368848906713538;0.0;0.0;0.0;5.457967266934845;-5.384211177908583;13.368848906713538;0.0;0.0;0.0;5.457967266934845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
